x,y,z,class
18.67598343,42.15681839,2.15653753,1
-75.30739594,-6.34122181,0.00000000,3
5.55146313,0.22642440,0.00000000,1
25.72054291,38.84378433,0.00000000,1
86.73345947,-59.41755676,0.00000000,3
85.10105133,-63.10351944,0.00000000,3
9.11780167,69.08917236,0.00000000,3
-15.41328049,38.19337082,4.19517088,1
-22.90954399,-72.39778900,0.00000000,3
-49.54918671,53.46660233,0.00000000,3
0.68344975,-80.96054840,0.00000000,3
38.17959595,-57.70559311,0.00000000,3
6.24721622,-32.05921936,8.00000095,1
52.27294540,23.52553940,7.80971670,1
-50.78431702,-13.27402782,5.98886395,2
-18.55946922,79.95671844,0.00000000,3
-3.42826462,13.16838074,0.00000000,3
-86.63918304,-82.12902832,0.00000000,3
-29.88427162,-23.80352974,24.86120415,3
-9.59695816,46.00159454,3.31177473,1
-19.73410988,-41.93583298,0.00000000,3
-65.55873871,20.80856895,2.48931789,1
2.32957125,78.31007385,0.00000000,3
-32.30391693,-37.89363861,0.00000042,1
-38.61966705,-29.91741180,0.00000000,3
40.63066101,26.38895607,0.00000322,1
86.76419067,-13.64765739,0.00000000,3
-51.26884460,5.57100439,0.00000000,1
-40.22005463,-23.36019135,0.00000000,3
-2.25012016,-39.73602676,7.10637999,1
-69.35847473,2.54849720,2.08451939,1
4.98336220,-33.95780563,8.00000000,1
88.61289978,-9.68197155,0.00000000,3
-26.57626152,-39.61088943,2.08072758,1
37.23986053,21.31089401,0.00000000,1
-32.58970261,-43.16704559,0.00000000,3
22.29102707,63.93371582,0.00000000,3
66.93809509,-51.41340256,0.00000000,3
-37.41429901,67.77675629,0.00000000,3
-37.77466583,-35.80945206,21.48612404,3
-17.83392143,-30.15627670,8.00000095,1
33.09603500,-82.85000610,0.00000000,3
-14.42371273,-34.92255020,8.00000000,1
21.30030632,4.12935638,8.00000191,1
-44.19178391,31.47228050,6.84045267,1
3.10927606,45.37754822,5.87243509,1
-33.59922409,-33.47880554,0.00000000,1
-39.98680115,-5.53728294,7.64405298,1
31.53047752,0.31061667,8.00000191,1
46.55718231,23.22296333,8.00000191,1
28.43781853,-41.97761154,0.35356829,1
59.82426071,2.99230266,8.00000191,1
81.14210510,-37.02540207,0.00000000,3
-29.93353271,2.04963350,8.00000191,1
39.49967575,-74.73080444,0.00000000,3
-36.42852783,-0.91643775,8.00000191,1
1.69266248,-5.55398035,0.00000000,1
69.71020508,-7.10453081,0.00000000,3
29.50521278,12.39303589,0.00000000,3
35.41444778,20.09437180,7.00091982,1
84.89575195,-52.23197937,0.00000000,3
30.23460007,-42.29230881,7.58764696,1
12.37042809,36.23912811,3.24656844,1
75.07766724,-50.54433060,0.00000000,3
-35.17817688,22.78759766,0.00000000,3
14.28375435,7.02835798,8.00000191,1
41.15251160,18.15658188,0.00000287,1
60.75439453,0.98418432,0.00000212,1
-49.75404358,-65.00112915,0.00000000,3
-53.06659317,-19.59168434,33.52025223,3
39.11056137,-3.36670661,0.00000000,3
-67.33976746,87.42720795,0.00000000,3
14.07085228,-7.55633354,0.00000000,3
-17.58825302,45.56846237,3.55312085,1
65.24675751,4.15693426,4.52638149,1
17.09687805,0.96999872,8.00000191,1
6.32979870,27.82700729,0.00000000,3
-8.03044128,-38.83362198,4.22424603,1
-65.90488434,-16.18181610,0.00000000,3
-29.60790443,37.00314713,0.00000000,3
42.22260666,45.09059906,0.00000000,3
8.74755669,76.26138306,0.00000000,3
-41.81071472,37.01667404,0.00000369,1
-15.14283180,-40.09430313,1.40588915,1
-37.88637161,75.73327637,0.00000000,3
2.64089823,41.88915253,0.00000000,1
59.92061996,1.49001515,8.00000191,1
-26.55061722,70.43061829,0.00000000,3
-60.46146393,15.53269768,0.00000275,1
-27.65975952,36.52137756,6.60345078,1
-46.90463638,23.99425507,0.00000000,3
-9.41860580,-39.03604507,2.92777824,1
-6.23702574,-80.81556702,0.00000000,3
-43.77467728,-26.71689606,34.71343994,3
14.49043274,-26.70812798,6.77341938,1
-45.13120270,38.98134613,4.00514793,1
44.64281845,30.74099350,3.81123400,1
-21.27831078,40.69101715,0.00000385,1
40.09157562,10.09095097,0.00000251,1
-28.15374374,74.29503632,0.00000000,3
-81.32816315,-57.95725250,0.00000000,3
-30.65715790,7.41644859,0.00000240,1
-50.26396561,15.37375736,2.06061220,1
60.61264420,-16.53394699,0.00000000,3
-21.16080666,7.71505642,0.00000241,1
-40.48186874,22.65092850,0.00000000,3
8.95156097,-1.86486387,0.00000199,1
-27.48977852,18.21174240,0.00000000,3
-31.26904678,-29.40754890,22.80941963,3
-23.38757896,37.29956818,6.42652416,1
-32.91371536,-22.38161087,8.25601864,2
2.71086931,12.55461597,0.00000000,3
-57.32195282,-66.41160583,0.00000000,3
34.08462906,68.88968658,0.00000000,3
-37.79479980,-77.46195221,0.00000000,3
-23.73699570,-87.21749878,0.00000000,3
-32.19347763,-1.63053024,8.00000191,1
36.03591156,-43.50688553,0.64638329,1
-36.55040741,-28.53180313,7.13798952,2
42.72865677,16.28492928,0.00000279,1
-69.17938995,8.54160404,3.90460825,1
0.42825913,67.98954773,0.00000000,3
33.11919403,64.93023682,0.00000000,3
17.10096359,-40.27923203,4.49606228,1
42.64763260,21.13733482,8.06465340,1
85.28998566,-38.77144623,0.00000000,3
56.56309891,-19.07174110,0.00000000,3
-21.01231956,13.67974854,0.00000000,3
6.66751575,-33.59149933,8.00000000,1
-15.73198509,-2.94611645,0.00000194,1
69.33993530,-15.28669357,0.84048551,1
-23.74155807,1.66512644,0.00000214,1
11.75661469,64.42287445,0.00000000,3
25.02403641,-28.91959381,5.61084032,1
-47.60910034,-5.14733887,0.00000000,3
-10.77719593,-29.77276421,0.00000077,1
31.80447197,32.58610535,8.00000381,1
67.50822449,-2.85334373,6.22424221,1
69.48131561,31.51100540,0.00000000,3
7.91071892,10.07372570,8.00000191,1
2.77462864,40.98110199,8.00000381,1
-41.02290726,-24.63064194,3.59973025,2
62.85164261,-6.38739777,0.00000179,1
-72.95183563,-54.89863968,0.00000000,3
51.72727203,-38.86453247,0.00000037,1
