x,y,z,class
-31.27277946,6.34053707,-0.19279355,3
-28.79061317,-32.16748810,-2.26969576,3
-18.08706474,3.71389174,-0.15162146,3
-10.57484722,-12.33594036,-0.92626715,1
18.51589203,-6.72173309,-0.20975515,1
6.73315668,1.74751556,10.32208633,1
29.69465065,7.39182091,0.72125316,3
-5.89782286,3.78062797,0.02325765,1
3.09364605,0.31874061,4.16021681,1
21.16848183,12.34270477,0.87299317,3
11.39059448,25.81707001,1.47457564,3
-1.24368417,-29.24607658,-1.72254133,3
4.00338221,-28.54537201,-1.61041057,3
13.69418621,-6.26844025,-0.25262606,1
-11.61767578,-5.12594986,-0.54552180,1
18.49898148,-10.83101082,-0.43233940,1
1.06187344,-10.40600777,-0.65697205,1
-5.63170815,-16.00030518,-1.05778480,1
32.78851318,-25.99339294,-1.06612313,3
-12.84387207,21.61801338,0.90388495,3
-2.11189079,-0.47084743,-0.15671194,1
-14.50287437,19.14234924,0.74481672,3
-3.79054904,6.06959105,0.17838405,1
13.52670193,-14.89570045,-0.72809505,1
-16.68870544,2.34772849,-0.20689905,3
5.77997875,17.48934174,0.93907452,3
22.48460770,-4.73690414,-0.04516017,1
-24.87393570,-10.34142017,-1.01774406,1
-7.26756573,15.88194656,0.66764992,3
-23.91850853,-22.49561310,-1.67085564,3
-4.37475777,23.49696350,1.12588966,3
11.86131382,-22.25923920,-1.15530252,3
-12.82721519,-16.72849655,-1.19879222,1
-27.87312126,5.33662081,-0.20009385,3
2.14318562,6.93843365,11.76921177,1
-3.25003195,6.35196829,0.20146208,3
-3.68514919,7.68540907,0.26847556,3
5.09516096,3.91281605,5.61538267,1
-16.08434677,22.19766045,0.89015454,3
-12.80478001,20.30978012,0.83269107,3
11.78525543,0.12309027,0.07106927,1
19.93800354,8.73592663,0.65791428,1
19.37608528,12.13042831,0.83617467,3
-28.15031052,16.16571999,0.38987717,3
14.54340076,-29.70815277,-1.52612412,3
-30.71688843,-12.23373699,-1.20359266,3
-20.78029823,9.92985630,0.15142894,3
4.41284990,7.64016724,11.51860809,1
-1.69894326,6.35929585,9.04447651,1
28.60373306,24.86515617,1.66416180,3
8.68834877,5.48493910,7.62597466,1
7.79604864,-18.48641205,-1.00550556,3
2.30998683,28.59035873,1.49910891,3
28.52128220,25.38187790,1.69134057,3
-23.50253487,-12.72531033,-1.12921226,1
21.01942062,15.93411827,1.06785131,3
23.76459122,-9.12038231,9.76283741,1
20.42890739,-20.56564713,-0.94207954,3
-24.22075653,5.19504976,-0.15655369,3
1.30105090,15.90326500,0.78918028,3
-29.97878838,-23.70723343,-1.82242787,3
21.84276772,-12.72537231,-0.49226105,1
