X,Y,Z
19.38118553161621,-10.140973091125488,4.379319667816162
30.018260955810547,9.413491249084473,0.0
-36.58198928833008,3.942455291748047,0.0
9.206839561462402,-50.94295120239258,17.221948623657227
56.45449447631836,79.36714935302734,6.694369316101074
-71.0482406616211,-48.2833366394043,4.454070568084717
24.41286849975586,-0.9434235095977784,0.0
57.321266174316406,45.02164840698242,3.417202949523926
-67.05558013916016,-57.029422760009766,7.36816930770874
-22.73237609863281,-71.7388916015625,0.0
37.45790100097656,1.5471128225326538,0.0
58.89079284667969,40.93423843383789,8.393169403076172
-53.83071899414063,-83.22882080078125,17.328960418701172
42.58430862426758,2.0827810764312744,20.52399444580078
30.01070022583008,9.479211807250977,8.0
-75.74240112304688,-31.831174850463867,18.959970474243164
-55.527587890625,-77.58845520019531,0.0
-55.59046173095703,-82.60954284667969,1.5161635875701904
-70.10572814941406,-49.19929504394531,5.07627010345459
59.563236236572266,26.674724578857425,16.24521827697754
-57.218727111816406,-5.032497406005859,9.309473991394045
36.1148681640625,13.056835174560549,8.0
-70.62843322753906,-58.94835662841797,20.822134017944336
21.279390335083008,6.7370710372924805,1.9105424880981443
45.348899841308594,18.85807228088379,19.97223472595215
-45.60442352294922,-84.83541107177734,20.30875587463379
4.190705299377441,44.611083984375,8.155064582824707
69.25447082519531,63.59953308105469,12.053853034973145
4.844743251800537,-20.96029281616211,6.301169395446777
-34.24747085571289,-75.2436752319336,0.0
-54.84895706176758,-77.36058807373047,0.0
91.75749206542967,77.2691650390625,4.72833776473999
-0.6682556867599487,-27.49308586120605,8.777477264404297
-0.0151405334472656,41.81414031982422,14.213582992553713
19.969640731811523,-18.5554256439209,18.728591918945312
-63.835426330566406,-77.29570007324219,0.0885844603180885
6.115548133850098,-47.93730163574219,0.0
12.81139850616455,-41.28380584716797,0.0495943203568458
72.11031341552734,45.54335784912109,0.0
36.789459228515625,49.19520950317383,20.29735565185547
-65.57450103759766,-1.7836484909057615,5.741034507751465
-17.3105525970459,-80.5694580078125,4.624739170074463
49.02806091308594,17.987733840942383,20.99862289428711
4.776772975921631,-40.36778259277344,0.0
45.54335784912109,-15.181118965148926,0.0
58.87105178833008,78.2333984375,0.0
-18.66385841369629,29.41250991821289,16.518463134765625
-13.122322082519531,-77.76470184326172,11.516310691833496
-3.795279741287232,-26.56695938110352,0.0
62.20051193237305,49.86933898925781,14.232746124267578
51.54580307006836,57.95262908935547,4.0178399085998535
-45.54335784912109,-37.95279693603516,0.0
77.00894927978516,92.80467224121094,11.085177421569824
56.34794616699219,43.70766067504883,6.717289924621582
43.142215728759766,60.4940299987793,8.296540260314941
-22.771678924560547,-22.771678924560547,0.0
-16.403078079223633,17.773710250854492,8.0
11.820570945739746,-23.72610855102539,16.01384735107422
61.97394180297852,30.29977798461914,16.914979934692383
46.06329345703125,33.790771484375,8.623297691345215
66.2410888671875,74.60418701171875,0.0199275352060794
-79.29032897949219,-15.256192207336426,3.2995481491088867
-40.25929260253906,15.051277160644531,18.587671279907227
8.793315887451172,28.694114685058597,9.027345657348633
24.839067459106445,58.34250259399414,14.193075180053713
66.80184936523438,61.47329330444336,12.64893913269043
26.276988983154297,-8.108814239501953,9.754566192626951
-5.622358798980713,-42.523475646972656,2.429253101348877
43.76619720458984,60.83475112915039,12.57953643798828
39.7842025756836,-3.067624568939209,15.39870548248291
-33.63348388671875,-77.23902893066406,21.0
-1.5110334157943726,-64.08733367919922,20.592761993408203
-76.1300048828125,-43.44232940673828,19.27604866027832
1.9842759370803835,23.138193130493164,8.0
7.694016456604004,-43.77934646606445,21.97930335998535
-106.26783752441406,-45.54335784912109,0.0
-4.039511203765869,26.72823143005371,11.944236755371094
-25.99315452575684,4.612825870513916,8.0
27.71411895751953,51.4815673828125,21.0
68.31503295898438,-68.31503295898438,0.0
41.174095153808594,54.980201721191406,8.0
6.5116963386535645,-54.31095504760742,17.22488784790039
34.7491455078125,53.63726425170898,0.0
